Original File,Destination File,Bank Type,Status,Verified
NewStatement (1).pdf,"Berkshire\2025-04\4519-ARCTARIS OPPORTUNITY ZONE FUND 2020, LLC-20250418.pdf",Berkshire,Would process,
NewStatement (2).pdf,Berkshire\2025-04\7076-ARCTARIS INCOME FUND LP-20250418.pdf,Berkshire,Would process,
NewStatement (3).pdf,"Berkshire\2025-04\8430-ARCTARIS OPPORTUNITY ZONE FUND 2022, LLC-20250418.pdf",Berkshire,Would process,
NewStatement.pdf,Berkshire\2025-04\1396-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250418.pdf,Berkshire,Would process,
Online Statements_2025-02-28 (1).pdf,"Cambridge\2025-02\ARCTARIS IMPACT INVESTORS, LLC 3346 Cambridge Savings February 2025.pdf",Cambridge,Would process,
Online Statements_2025-02-28 (10).pdf,Cambridge\2025-02\WEST COAST COMMERCIAL DEVELOPMENT LLC 3495 Cambridge Savings February 2025.pdf,Cambridge,Would process,
Online Statements_2025-02-28 (11).pdf,"Cambridge\2025-02\EAST COAST INDUSTRIAL, LLC 3502 Cambridge Savings February 2025.pdf",Cambridge,Would process,
Online Statements_2025-02-28 (12).pdf,"Cambridge\2025-02\EAST COAST INDUSTRIAL, LLC 3510 Cambridge Savings February 2025.pdf",Cambridge,Would process,
Online Statements_2025-02-28 (13).pdf,"Cambridge\2025-02\ARCTARIS OPPORTUNITY ZONE FUND 2024,LLC 3528 Cambridge Savings February 2025.pdf",Cambridge,Would process,
Online Statements_2025-02-28 (2).pdf,"Cambridge\2025-02\ARCTARIS IMPACT FUND, LP 3354 Cambridge Savings February 2025.pdf",Cambridge,Would process,
Online Statements_2025-02-28 (3).pdf,"Cambridge\2025-02\ARCTARIS IMPACT FUND, LP 3362 Cambridge Savings February 2025.pdf",Cambridge,Would process,
Online Statements_2025-02-28 (4).pdf,"Cambridge\2025-02\ARCTARIS OPPORTUNITY ZONE 2022, LLC 3396 Cambridge Savings February 2025.pdf",Cambridge,Would process,
Online Statements_2025-02-28 (5).pdf,"Cambridge\2025-02\ARCTARIS OPPORTUNITY ZONE 2022, LLC 3403 Cambridge Savings February 2025.pdf",Cambridge,Would process,
Online Statements_2025-02-28 (6).pdf,"Cambridge\2025-02\OHIO INCLUSIVE HOUSING, LLC 3445 Cambridge Savings February 2025.pdf",Cambridge,Would process,
Online Statements_2025-02-28 (7).pdf,"Cambridge\2025-02\OHIO INCLUSIVE HOUSING, LLC 3453 Cambridge Savings February 2025.pdf",Cambridge,Would process,
Online Statements_2025-02-28 (8).pdf,"Cambridge\2025-02\MIDWEST COMMERCIAL DEVELOPMENT, LLC 3479 Cambridge Savings February 2025.pdf",Cambridge,Would process,
Online Statements_2025-02-28 (9).pdf,Cambridge\2025-02\WEST COAST COMMERCIAL DEVELOPMENT LLC 3487 Cambridge Savings February 2025.pdf,Cambridge,Would process,
Online Statements_2025-02-28.pdf,"Cambridge\2025-02\ARCTARIS IMPACT INVESTORS, LLC 3346 Cambridge Savings February 2025.pdf",Cambridge,Would process,
Online Statements_2025-03-31 (1).pdf,"Cambridge\2025-03\ARCTARIS IMPACT INVESTORS, LLC 3346 Cambridge Savings March 2025.pdf",Cambridge,Would process,
Online Statements_2025-03-31 (10).pdf,Cambridge\2025-03\WEST COAST COMMERCIAL DEVELOPMENT LLC 3495 Cambridge Savings March 2025.pdf,Cambridge,Would process,
Online Statements_2025-03-31 (11).pdf,"Cambridge\2025-03\EAST COAST INDUSTRIAL, LLC 3502 Cambridge Savings March 2025.pdf",Cambridge,Would process,
Online Statements_2025-03-31 (12).pdf,"Cambridge\2025-03\EAST COAST INDUSTRIAL, LLC 3510 Cambridge Savings March 2025.pdf",Cambridge,Would process,
Online Statements_2025-03-31 (13).pdf,"Cambridge\2025-03\ARCTARIS OPPORTUNITY ZONE FUND 2024,LLC 3528 Cambridge Savings March 2025.pdf",Cambridge,Would process,
Online Statements_2025-03-31 (2).pdf,"Cambridge\2025-03\ARCTARIS IMPACT FUND, LP 3354 Cambridge Savings March 2025.pdf",Cambridge,Would process,
Online Statements_2025-03-31 (3).pdf,"Cambridge\2025-03\ARCTARIS IMPACT FUND, LP 3362 Cambridge Savings March 2025.pdf",Cambridge,Would process,
Online Statements_2025-03-31 (4).pdf,"Cambridge\2025-03\ARCTARIS OPPORTUNITY ZONE 2022, LLC 3396 Cambridge Savings March 2025.pdf",Cambridge,Would process,
Online Statements_2025-03-31 (5).pdf,"Cambridge\2025-03\ARCTARIS OPPORTUNITY ZONE 2022, LLC 3403 Cambridge Savings March 2025.pdf",Cambridge,Would process,
Online Statements_2025-03-31 (6).pdf,"Cambridge\2025-03\OHIO INCLUSIVE HOUSING, LLC 3445 Cambridge Savings March 2025.pdf",Cambridge,Would process,
Online Statements_2025-03-31 (7).pdf,"Cambridge\2025-03\OHIO INCLUSIVE HOUSING, LLC 3453 Cambridge Savings March 2025.pdf",Cambridge,Would process,
Online Statements_2025-03-31 (8).pdf,"Cambridge\2025-03\MIDWEST COMMERCIAL DEVELOPMENT, LLC 3479 Cambridge Savings March 2025.pdf",Cambridge,Would process,
Online Statements_2025-03-31 (9).pdf,Cambridge\2025-03\WEST COAST COMMERCIAL DEVELOPMENT LLC 3487 Cambridge Savings March 2025.pdf,Cambridge,Would process,
Online Statements_2025-03-31.pdf,"Cambridge\2025-03\ARCTARIS IMPACT INVESTORS, LLC 3346 Cambridge Savings March 2025.pdf",Cambridge,Would process,
statement_1092246474_2023-03-31.pdf,PNC\2023-03\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2023-03-31.pdf,PNC,Would process,
statement_1092246474_2023-04-28.pdf,PNC\2023-04\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2023-04-28.pdf,PNC,Would process,
statement_1092246474_2023-05-31.pdf,PNC\2023-05\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2023-05-31.pdf,PNC,Would process,
statement_1092246474_2023-06-30.pdf,PNC\2023-06\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2023-06-30.pdf,PNC,Would process,
statement_1092246474_2023-07-31.pdf,PNC\2023-07\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2023-07-31.pdf,PNC,Would process,
statement_1092246474_2023-08-31.pdf,PNC\2023-08\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2023-08-31.pdf,PNC,Would process,
statement_1092246474_2023-09-29.pdf,PNC\2023-09\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2023-09-29.pdf,PNC,Would process,
statement_1092246474_2023-10-31.pdf,PNC\2023-10\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2023-10-31.pdf,PNC,Would process,
statement_1092246474_2023-11-30.pdf,PNC\2023-11\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2023-11-30.pdf,PNC,Would process,
statement_1092246474_2023-12-29.pdf,PNC\2023-12\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2023-12-29.pdf,PNC,Would process,
statement_1092246474_2024-01-31.pdf,PNC\2024-01\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2024-01-31.pdf,PNC,Would process,
statement_1092246474_2024-02-29.pdf,PNC\2024-02\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2024-02-29.pdf,PNC,Would process,
statement_1092246474_2024-03-29.pdf,PNC\2024-03\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2024-03-29.pdf,PNC,Would process,
statement_1092246474_2024-04-30.pdf,PNC\2024-04\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2024-04-30.pdf,PNC,Would process,
statement_1092246474_2024-05-31.pdf,PNC\2024-05\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2024-05-31.pdf,PNC,Would process,
statement_1092246474_2024-06-28.pdf,PNC\2024-06\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2024-06-28.pdf,PNC,Would process,
statement_1092246474_2024-07-31.pdf,PNC\2024-07\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2024-07-31.pdf,PNC,Would process,
statement_1092246474_2024-08-30.pdf,PNC\2024-08\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2024-08-30.pdf,PNC,Would process,
statement_1092246474_2024-09-30.pdf,PNC\2024-09\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2024-09-30.pdf,PNC,Would process,
statement_1092246474_2024-10-31.pdf,PNC\2024-10\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2024-10-31.pdf,PNC,Would process,
statement_1092246474_2024-11-29.pdf,PNC\2024-11\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2024-11-29.pdf,PNC,Would process,
statement_1092246474_2024-12-31.pdf,PNC\2024-12\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2024-12-31.pdf,PNC,Would process,
statement_1092246474_2025-01-31.pdf,PNC\2025-01\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2025-01-31.pdf,PNC,Would process,
statement_1092246474_2025-02-28.pdf,PNC\2025-02\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2025-02-28.pdf,PNC,Would process,
statement_1092246474_2025-03-31.pdf,PNC\2025-03\ARCTARIS IMPACT SUB-CDE 2 LLC statement_1092246474_2025-03-31.pdf,PNC,Would process,
statement_4116465916_2018-04-30.pdf,PNC\2018-04\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2018-04-30.pdf,PNC,Would process,
statement_4116465916_2018-05-31.pdf,PNC\2018-05\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2018-05-31.pdf,PNC,Would process,
statement_4116465916_2018-06-29.pdf,PNC\2018-06\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2018-06-29.pdf,PNC,Would process,
statement_4116465916_2018-07-31.pdf,PNC\2018-07\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2018-07-31.pdf,PNC,Would process,
statement_4116465916_2018-08-31.pdf,PNC\2018-08\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2018-08-31.pdf,PNC,Would process,
statement_4116465916_2018-09-28.pdf,PNC\2018-09\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2018-09-28.pdf,PNC,Would process,
statement_4116465916_2018-10-31.pdf,PNC\2018-10\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2018-10-31.pdf,PNC,Would process,
statement_4116465916_2018-11-30.pdf,PNC\2018-11\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2018-11-30.pdf,PNC,Would process,
statement_4116465916_2018-12-31.pdf,PNC\2018-12\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2018-12-31.pdf,PNC,Would process,
statement_4116465916_2019-01-31.pdf,PNC\2019-01\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2019-01-31.pdf,PNC,Would process,
statement_4116465916_2019-02-28.pdf,PNC\2019-02\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2019-02-28.pdf,PNC,Would process,
statement_4116465916_2019-03-29.pdf,PNC\2019-03\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2019-03-29.pdf,PNC,Would process,
statement_4116465916_2019-04-30.pdf,PNC\2019-04\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2019-04-30.pdf,PNC,Would process,
statement_4116465916_2019-05-31.pdf,PNC\2019-05\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2019-05-31.pdf,PNC,Would process,
statement_4116465916_2019-06-28.pdf,PNC\2019-06\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2019-06-28.pdf,PNC,Would process,
statement_4116465916_2019-07-31.pdf,PNC\2019-07\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2019-07-31.pdf,PNC,Would process,
statement_4116465916_2019-08-30.pdf,PNC\2019-08\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2019-08-30.pdf,PNC,Would process,
statement_4116465916_2019-09-30.pdf,PNC\2019-09\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2019-09-30.pdf,PNC,Would process,
statement_4116465916_2019-10-31.pdf,PNC\2019-10\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2019-10-31.pdf,PNC,Would process,
statement_4116465916_2019-11-29.pdf,PNC\2019-11\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2019-11-29.pdf,PNC,Would process,
statement_4116465916_2019-12-31.pdf,PNC\2019-12\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2019-12-31.pdf,PNC,Would process,
statement_4116465916_2020-01-31.pdf,PNC\2020-01\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-01-31.pdf,PNC,Would process,
statement_4116465916_2020-02-28.pdf,PNC\2020-02\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-02-28.pdf,PNC,Would process,
statement_4116465916_2020-03-31.pdf,PNC\2020-03\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-03-31.pdf,PNC,Would process,
statement_4116465916_2020-04-30.pdf,PNC\2020-04\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-04-30.pdf,PNC,Would process,
statement_4116465916_2020-05-29.pdf,PNC\2020-05\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-05-29.pdf,PNC,Would process,
statement_4116465916_2020-06-30.pdf,PNC\2020-06\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-06-30.pdf,PNC,Would process,
statement_4116465916_2020-07-31.pdf,PNC\2020-07\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-07-31.pdf,PNC,Would process,
statement_4116465916_2020-08-31.pdf,PNC\2020-08\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-08-31.pdf,PNC,Would process,
statement_4116465916_2020-09-30.pdf,PNC\2020-09\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-09-30.pdf,PNC,Would process,
statement_4116465916_2020-10-30.pdf,PNC\2020-10\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-10-30.pdf,PNC,Would process,
statement_4116465916_2020-11-30.pdf,PNC\2020-11\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-11-30.pdf,PNC,Would process,
statement_4116465916_2020-12-31.pdf,PNC\2020-12\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-12-31.pdf,PNC,Would process,
statement_4116465916_2021-01-29.pdf,PNC\2021-01\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-01-29.pdf,PNC,Would process,
statement_4116465916_2021-02-26.pdf,PNC\2021-02\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-02-26.pdf,PNC,Would process,
statement_4116465916_2021-03-31.pdf,PNC\2021-03\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-03-31.pdf,PNC,Would process,
statement_4116465916_2021-04-30.pdf,PNC\2021-04\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-04-30.pdf,PNC,Would process,
statement_4116465916_2021-05-28.pdf,PNC\2021-05\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-05-28.pdf,PNC,Would process,
statement_4116465916_2021-06-30.pdf,PNC\2021-06\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-06-30.pdf,PNC,Would process,
statement_4116465916_2021-07-30.pdf,PNC\2021-07\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-07-30.pdf,PNC,Would process,
statement_4116465916_2021-08-31.pdf,PNC\2021-08\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-08-31.pdf,PNC,Would process,
statement_4116465916_2021-09-30.pdf,PNC\2021-09\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-09-30.pdf,PNC,Would process,
statement_4116465916_2021-10-29.pdf,PNC\2021-10\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-10-29.pdf,PNC,Would process,
statement_4116465916_2021-11-30.pdf,PNC\2021-11\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-11-30.pdf,PNC,Would process,
statement_4116465916_2021-12-31.pdf,PNC\2021-12\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-12-31.pdf,PNC,Would process,
statement_4116465916_2022-01-31.pdf,PNC\2022-01\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-01-31.pdf,PNC,Would process,
statement_4116465916_2022-02-28.pdf,PNC\2022-02\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-02-28.pdf,PNC,Would process,
statement_4116465916_2022-03-31.pdf,PNC\2022-03\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-03-31.pdf,PNC,Would process,
statement_4116465916_2022-04-29.pdf,PNC\2022-04\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-04-29.pdf,PNC,Would process,
statement_4116465916_2022-05-31.pdf,PNC\2022-05\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-05-31.pdf,PNC,Would process,
statement_4116465916_2022-06-30.pdf,PNC\2022-06\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-06-30.pdf,PNC,Would process,
statement_4116465916_2022-07-29.pdf,PNC\2022-07\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-07-29.pdf,PNC,Would process,
statement_4116465916_2022-08-31.pdf,PNC\2022-08\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-08-31.pdf,PNC,Would process,
statement_4116465916_2022-09-30.pdf,PNC\2022-09\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-09-30.pdf,PNC,Would process,
statement_4116465916_2022-10-31.pdf,PNC\2022-10\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-10-31.pdf,PNC,Would process,
statement_4116465916_2022-11-30.pdf,PNC\2022-11\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-11-30.pdf,PNC,Would process,
statement_4116465916_2022-12-30.pdf,PNC\2022-12\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-12-30.pdf,PNC,Would process,
statement_4116465916_2023-01-31.pdf,PNC\2023-01\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2023-01-31.pdf,PNC,Would process,
statement_4116465916_2023-02-28.pdf,PNC\2023-02\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2023-02-28.pdf,PNC,Would process,
statement_4116465916_2023-03-31.pdf,PNC\2023-03\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2023-03-31.pdf,PNC,Would process,
statement_4116465916_2023-04-28.pdf,PNC\2023-04\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2023-04-28.pdf,PNC,Would process,
statement_4116465916_2023-05-31.pdf,PNC\2023-05\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2023-05-31.pdf,PNC,Would process,
statement_4116465916_2023-06-30.pdf,PNC\2023-06\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2023-06-30.pdf,PNC,Would process,
statement_4116465916_2023-07-31.pdf,PNC\2023-07\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2023-07-31.pdf,PNC,Would process,
statement_4116465916_2023-08-31.pdf,PNC\2023-08\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2023-08-31.pdf,PNC,Would process,
statement_4116465916_2023-09-29.pdf,PNC\2023-09\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2023-09-29.pdf,PNC,Would process,
statement_4116465916_2023-10-31.pdf,PNC\2023-10\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2023-10-31.pdf,PNC,Would process,
statement_4116465916_2023-11-30.pdf,PNC\2023-11\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2023-11-30.pdf,PNC,Would process,
statement_4116465916_2023-12-29.pdf,PNC\2023-12\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2023-12-29.pdf,PNC,Would process,
statement_4116465916_2024-01-31.pdf,PNC\2024-01\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2024-01-31.pdf,PNC,Would process,
statement_4116465916_2024-02-29.pdf,PNC\2024-02\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2024-02-29.pdf,PNC,Would process,
statement_4116465916_2024-03-29.pdf,PNC\2024-03\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2024-03-29.pdf,PNC,Would process,
statement_4116465916_2024-04-30.pdf,PNC\2024-04\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2024-04-30.pdf,PNC,Would process,
statement_4116465916_2024-05-31.pdf,PNC\2024-05\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2024-05-31.pdf,PNC,Would process,
statement_4116465916_2024-06-28.pdf,PNC\2024-06\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2024-06-28.pdf,PNC,Would process,
statement_4116465916_2024-07-31.pdf,PNC\2024-07\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2024-07-31.pdf,PNC,Would process,
statement_4116465916_2024-08-30.pdf,PNC\2024-08\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2024-08-30.pdf,PNC,Would process,
statement_4116465916_2024-09-30.pdf,PNC\2024-09\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2024-09-30.pdf,PNC,Would process,
statement_4116465916_2024-10-31.pdf,PNC\2024-10\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2024-10-31.pdf,PNC,Would process,
statement_4116465916_2024-11-29.pdf,PNC\2024-11\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2024-11-29.pdf,PNC,Would process,
statement_4116465916_2024-12-31.pdf,PNC\2024-12\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2024-12-31.pdf,PNC,Would process,
statement_4116465916_2025-01-31.pdf,PNC\2025-01\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2025-01-31.pdf,PNC,Would process,
statement_4116465916_2025-02-28.pdf,PNC\2025-02\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2025-02-28.pdf,PNC,Would process,
statement_4116465916_2025-03-31.pdf,PNC\2025-03\MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2025-03-31.pdf,PNC,Would process,
statement_4116465932_2018-04-30.pdf,PNC\2018-04\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2018-04-30.pdf,PNC,Would process,
statement_4116465932_2018-05-31.pdf,PNC\2018-05\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2018-05-31.pdf,PNC,Would process,
statement_4116465932_2018-06-29.pdf,PNC\2018-06\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2018-06-29.pdf,PNC,Would process,
statement_4116465932_2018-07-31.pdf,PNC\2018-07\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2018-07-31.pdf,PNC,Would process,
statement_4116465932_2018-08-31.pdf,PNC\2018-08\ARCTARIS MICHIGAN MANAGEMENT statement_4116465932_2018-08-31.pdf,PNC,Would process,
