Original File,Destination File,Bank Type,Status,Verified
statement_4116465916_2020-05-29.pdf,PNC/2020/May/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-05-29.pdf,PNC,Would Process,
statement_4116465916_2020-05-29.pdf,PNC/2020/May/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-05-29.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2020-06-30.pdf,PNC/2020/June/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-06-30.pdf,PNC,Would Process,
statement_4116465916_2020-06-30.pdf,PNC/2020/June/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-06-30.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2020-07-31.pdf,PNC/2020/July/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-07-31.pdf,PNC,Would Process,
statement_4116465916_2020-07-31.pdf,PNC/2020/July/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-07-31.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2020-08-31.pdf,PNC/2020/August/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-08-31.pdf,PNC,Would Process,
statement_4116465916_2020-08-31.pdf,PNC/2020/August/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-08-31.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2020-09-30.pdf,PNC/2020/September/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-09-30.pdf,PNC,Would Process,
statement_4116465916_2020-09-30.pdf,PNC/2020/September/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-09-30.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2020-10-30.pdf,PNC/2020/October/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-10-30.pdf,PNC,Would Process,
statement_4116465916_2020-10-30.pdf,PNC/2020/October/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-10-30.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2020-11-30.pdf,PNC/2020/November/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-11-30.pdf,PNC,Would Process,
statement_4116465916_2020-11-30.pdf,PNC/2020/November/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-11-30.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2020-12-31.pdf,PNC/2020/December/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-12-31.pdf,PNC,Would Process,
statement_4116465916_2020-12-31.pdf,PNC/2020/December/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2020-12-31.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2021-01-29.pdf,PNC/2021/January/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-01-29.pdf,PNC,Would Process,
statement_4116465916_2021-01-29.pdf,PNC/2021/January/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-01-29.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2021-02-26.pdf,PNC/2021/February/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-02-26.pdf,PNC,Would Process,
statement_4116465916_2021-02-26.pdf,PNC/2021/February/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-02-26.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2021-03-31.pdf,PNC/2021/March/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-03-31.pdf,PNC,Would Process,
statement_4116465916_2021-03-31.pdf,PNC/2021/March/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-03-31.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2021-04-30.pdf,PNC/2021/April/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-04-30.pdf,PNC,Would Process,
statement_4116465916_2021-04-30.pdf,PNC/2021/April/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-04-30.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2021-05-28.pdf,PNC/2021/May/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-05-28.pdf,PNC,Would Process,
statement_4116465916_2021-05-28.pdf,PNC/2021/May/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-05-28.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2021-06-30.pdf,PNC/2021/June/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-06-30.pdf,PNC,Would Process,
statement_4116465916_2021-06-30.pdf,PNC/2021/June/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-06-30.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2021-07-30.pdf,PNC/2021/July/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-07-30.pdf,PNC,Would Process,
statement_4116465916_2021-07-30.pdf,PNC/2021/July/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-07-30.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2021-08-31.pdf,PNC/2021/August/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-08-31.pdf,PNC,Would Process,
statement_4116465916_2021-08-31.pdf,PNC/2021/August/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-08-31.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2021-09-30.pdf,PNC/2021/September/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-09-30.pdf,PNC,Would Process,
statement_4116465916_2021-09-30.pdf,PNC/2021/September/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-09-30.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2021-10-29.pdf,PNC/2021/October/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-10-29.pdf,PNC,Would Process,
statement_4116465916_2021-10-29.pdf,PNC/2021/October/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-10-29.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2021-11-30.pdf,PNC/2021/November/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-11-30.pdf,PNC,Would Process,
statement_4116465916_2021-11-30.pdf,PNC/2021/November/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-11-30.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2021-12-31.pdf,PNC/2021/December/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-12-31.pdf,PNC,Would Process,
statement_4116465916_2021-12-31.pdf,PNC/2021/December/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2021-12-31.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2022-01-31.pdf,PNC/2022/January/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-01-31.pdf,PNC,Would Process,
statement_4116465916_2022-01-31.pdf,PNC/2022/January/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-01-31.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2022-02-28.pdf,PNC/2022/February/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-02-28.pdf,PNC,Would Process,
statement_4116465916_2022-02-28.pdf,PNC/2022/February/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-02-28.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2022-03-31.pdf,PNC/2022/March/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-03-31.pdf,PNC,Would Process,
statement_4116465916_2022-03-31.pdf,PNC/2022/March/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-03-31.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2022-04-29.pdf,PNC/2022/April/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-04-29.pdf,PNC,Would Process,
statement_4116465916_2022-04-29.pdf,PNC/2022/April/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-04-29.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2022-05-31.pdf,PNC/2022/May/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-05-31.pdf,PNC,Would Process,
statement_4116465916_2022-05-31.pdf,PNC/2022/May/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-05-31.pdf,PNC,Processed (Original Deleted),
statement_4116465916_2022-06-30.pdf,PNC/2022/June/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-06-30.pdf,PNC,Would Process,
statement_4116465916_2022-06-30.pdf,PNC/2022/June/MICHIGAN INCOME PRINCIPAL PR statement_4116465916_2022-06-30.pdf,PNC,Processed (Original Deleted),
